id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3729136,2,2016-01-30 15:15:47,2016-01-30 15:30:47,2,-73.97727203369139,40.75735092163086,-74.00243377685547,40.73440170288086,N,900
id2358953,2,2016-06-27 00:31:28,2016-06-27 01:06:44,1,-73.87081909179686,40.773738861083984,-73.85749816894531,41.0178108215332,N,2116
id0935429,1,2016-05-02 06:58:06,2016-05-02 07:08:17,1,-73.99909210205078,40.74549102783203,-73.9785614013672,40.762325286865234,N,611
id3056417,2,2016-04-11 14:18:21,2016-04-11 14:34:33,1,-73.98435974121092,40.74271011352539,-73.98774719238281,40.75188827514648,N,972
id1152886,2,2016-01-21 14:34:06,2016-01-21 14:44:10,1,-73.96167755126953,40.77117919921875,-73.95211029052734,40.78435897827149,N,604
id1796723,1,2016-02-09 15:54:53,2016-02-09 16:04:47,1,-73.99385833740233,40.73579788208008,-73.99462127685547,40.75046157836913,N,594
id0045014,1,2016-04-20 20:29:42,2016-04-20 20:39:16,1,-73.95012664794923,40.780086517333984,-73.96282958984375,40.7626838684082,N,574
id2648478,1,2016-01-18 11:13:59,2016-01-18 11:18:56,1,-73.95157623291014,40.766468048095696,-73.96021270751953,40.76054000854492,N,297
id0702030,1,2016-01-07 23:24:44,2016-01-07 23:26:25,1,-73.99929809570312,40.7495346069336,-74.00536346435547,40.743518829345696,N,101
id3024438,2,2016-06-10 22:24:37,2016-06-10 22:41:58,1,-73.95372009277344,40.77529525756836,-73.99119567871094,40.726318359375,N,1041
id2146569,2,2016-06-23 22:17:35,2016-06-23 22:21:07,1,-73.97679901123048,40.74995040893555,-73.9815673828125,40.745769500732415,N,212
id2307151,1,2016-02-07 18:08:06,2016-02-07 18:15:08,1,-73.96195220947266,40.80044555664063,-73.9784164428711,40.78279113769531,N,422
id2049424,2,2016-03-02 20:15:07,2016-03-02 20:37:43,1,-73.96389007568358,40.77365112304688,-74.00511169433594,40.75149154663086,N,1356
id2209089,1,2016-02-24 22:56:43,2016-02-24 23:03:39,1,-74.00691223144531,40.73036193847656,-74.00594329833984,40.72706985473633,N,416
id0391524,1,2016-04-06 12:14:40,2016-04-06 12:33:18,1,-73.97864532470702,40.7480354309082,-73.97013092041014,40.76273727416992,N,1118
id2681033,1,2016-06-17 10:01:39,2016-06-17 10:16:13,1,-73.9768295288086,40.788211822509766,-73.98374938964845,40.76253128051758,N,874
id2040275,1,2016-06-16 20:31:09,2016-06-16 20:36:30,1,-73.93694305419923,40.79823303222656,-73.94638061523438,40.7808837890625,N,321
id0073842,2,2016-03-30 23:49:41,2016-03-30 23:56:21,1,-73.99005126953125,40.73801040649414,-73.99093627929686,40.725215911865234,N,400
id3942339,1,2016-01-05 17:58:04,2016-01-05 18:13:38,1,-73.97882843017578,40.75280380249024,-73.99103546142578,40.75041961669922,N,934
id2991616,2,2016-03-19 19:51:34,2016-03-19 20:04:27,3,-73.98356628417967,40.75556182861328,-73.98236846923827,40.76696014404297,N,773
id1047459,2,2016-01-22 17:31:53,2016-01-22 17:37:30,3,-73.98841094970702,40.75896072387695,-73.99189758300781,40.77069091796875,N,337
id1737558,1,2016-05-18 19:08:31,2016-05-18 19:12:25,1,-73.96023559570312,40.7622299194336,-73.95059204101561,40.77531433105469,N,234
id2135557,2,2016-05-25 13:19:56,2016-05-25 13:27:50,5,-73.97028350830078,40.76483154296875,-73.95757293701173,40.78247833251953,N,474
id0659170,2,2016-03-26 13:07:08,2016-03-26 13:29:02,1,-73.96865844726561,40.764507293701165,-73.87283325195312,40.77145385742188,N,1314
id1125774,1,2016-01-19 22:20:43,2016-01-19 22:28:45,2,-73.99453735351561,40.740234375,-73.97618865966798,40.762592315673835,N,482
id1886740,1,2016-05-29 00:15:12,2016-05-29 00:24:38,1,-73.98511505126953,40.76872634887695,-73.95166778564453,40.77443313598633,N,566
id1982306,2,2016-02-10 21:06:14,2016-02-10 21:09:23,2,-73.98493957519531,40.75185775756836,-73.9835433959961,40.744335174560554,N,189
id2684106,2,2016-02-26 20:59:13,2016-02-26 21:14:26,2,-74.00100708007811,40.731781005859375,-73.98715209960938,40.77100372314453,N,913
id0038484,2,2016-03-09 13:41:11,2016-03-09 13:53:27,2,-73.97285461425781,40.76440048217773,-73.97180938720702,40.75788879394531,N,736
id1734208,2,2016-04-11 10:44:32,2016-04-11 10:56:26,6,-73.99707794189453,40.72063827514648,-73.9996337890625,40.7458381652832,N,714
id0561467,1,2016-02-09 06:58:53,2016-02-09 07:12:28,1,-73.97254943847656,40.79401779174805,-73.95405578613281,40.766300201416016,N,815
id3092788,2,2016-03-03 22:01:32,2016-03-03 22:17:44,2,-73.98477172851561,40.7105712890625,-73.98941040039062,40.73014831542969,N,972
id1741519,2,2016-03-26 14:47:44,2016-03-26 14:53:02,1,-73.98478698730467,40.74301528930664,-73.99360656738281,40.73528671264648,N,318
id1330402,2,2016-05-22 18:06:05,2016-05-22 18:16:30,1,-73.9918212890625,40.75007629394531,-73.97105407714845,40.75669860839844,N,625
id2505596,2,2016-05-28 22:53:12,2016-05-28 23:07:31,1,-73.9849853515625,40.748580932617195,-73.9812774658203,40.76911544799805,N,859
id1630509,2,2016-03-16 05:42:49,2016-03-16 05:45:10,2,-73.99366760253906,40.74187850952149,-73.98458862304686,40.75429916381836,N,141
id0512853,1,2016-05-28 17:40:21,2016-05-28 17:56:44,1,-73.96956634521484,40.7691650390625,-73.98652648925781,40.730335235595696,N,983
id3089912,2,2016-06-13 13:22:04,2016-06-13 13:31:29,2,-73.98995971679686,40.74108123779297,-73.97696685791014,40.74745178222656,N,565
id1137965,1,2016-05-16 15:02:10,2016-05-16 15:08:01,1,-73.9891357421875,40.775020599365234,-73.98181915283203,40.76605987548828,N,351
id3677225,2,2016-01-09 15:07:03,2016-01-09 15:12:45,1,-73.96788024902342,40.759811401367195,-73.95382690429686,40.77888107299805,N,342
id0401226,1,2016-05-26 06:37:10,2016-05-26 06:52:19,4,-74.00670623779298,40.7055549621582,-73.99169158935547,40.74972152709961,N,909
id2452605,2,2016-05-22 22:42:31,2016-05-22 22:46:18,1,-73.99626922607422,40.74985122680664,-73.99476623535155,40.73648071289063,N,227
id3618302,2,2016-04-19 09:27:04,2016-04-19 09:45:02,6,-73.98731994628906,40.75064086914063,-73.98928833007811,40.76940536499024,N,1078
id1552358,2,2016-04-01 07:55:30,2016-04-01 08:10:30,1,-73.97543334960938,40.75213241577149,-73.99078369140625,40.75094223022461,N,900
id1168234,1,2016-02-01 18:02:59,2016-02-01 18:13:30,1,-74.00020599365233,40.73784637451172,-74.00031280517578,40.72286605834961,N,631
id2910320,2,2016-04-20 07:33:12,2016-04-20 07:56:17,1,-73.95545959472656,40.76730728149414,-73.98899841308595,40.69316864013672,N,1385
id3331830,1,2016-04-12 09:21:27,2016-04-12 09:35:56,1,-73.96486663818358,40.75579071044922,-73.9758071899414,40.757354736328125,N,869
id0195963,2,2016-06-19 18:39:05,2016-06-19 18:48:39,1,-73.99916076660156,40.74436950683594,-73.98870849609375,40.75870132446289,N,574
id0762989,2,2016-03-17 08:24:27,2016-03-17 08:26:11,1,-73.97761535644531,40.76357269287109,-73.97257232666014,40.7659568786621,N,104
id2671060,2,2016-04-07 08:44:32,2016-04-07 08:51:30,1,-73.95311737060547,40.77180099487305,-73.94792175292967,40.78314971923828,N,418
id3620795,1,2016-01-01 10:45:24,2016-01-01 10:51:47,1,-74.0016098022461,40.74081039428711,-73.99622344970702,40.72590255737305,N,383
id2282206,1,2016-01-04 16:32:42,2016-01-04 16:51:19,2,-73.9621810913086,40.81072616577149,-73.99483489990233,40.752811431884766,N,1117
id0591292,1,2016-06-09 18:43:04,2016-06-09 19:07:11,1,-73.98696899414062,40.74285125732422,-73.9942855834961,40.761356353759766,N,1447
id0906779,1,2016-04-19 08:31:48,2016-04-19 09:14:11,2,-73.9715576171875,40.75062942504882,-73.95262908935547,40.631595611572266,N,2543
id2326430,2,2016-06-10 22:06:53,2016-06-10 22:23:14,1,-73.95687866210938,40.77487182617188,-73.93650817871094,40.85718536376953,N,981
id3863815,2,2016-03-14 04:24:36,2016-03-14 04:37:11,3,-73.94435882568358,40.7144889831543,-73.91053009033203,40.70949172973633,N,755
id3048297,2,2016-04-06 08:53:11,2016-04-06 09:14:08,1,-73.97279357910156,40.75559616088867,-73.87312316894531,40.77445602416992,N,1257
id3649509,1,2016-04-02 14:46:23,2016-04-02 15:06:44,2,-74.00554656982422,40.70926284790039,-73.97014617919923,40.762741088867195,N,1221
id1783063,2,2016-04-06 12:24:22,2016-04-06 12:40:02,2,-73.98464965820312,40.74597930908203,-73.97737884521484,40.75965118408203,N,940
id3363012,2,2016-04-12 20:22:49,2016-04-12 20:24:55,1,-73.96196746826173,40.77008056640625,-73.96077728271484,40.77505111694336,N,126
id0514638,1,2016-02-10 08:36:33,2016-02-10 08:42:23,1,-73.96942138671875,40.80003356933594,-73.96817779541014,40.791702270507805,N,350
id0627115,2,2016-02-26 16:10:47,2016-02-26 16:23:04,1,-73.98262786865233,40.76211166381836,-73.99337005615233,40.74748992919922,N,737
id3141299,2,2016-01-14 12:25:54,2016-01-14 12:37:24,3,-73.9957733154297,40.74256896972656,-74.00809478759764,40.72277069091797,N,690
id2003497,1,2016-04-15 11:58:45,2016-04-15 12:09:56,2,-74.00007629394531,40.74829864501953,-73.98988342285155,40.73796463012695,N,671
id3748197,1,2016-02-07 23:17:58,2016-02-07 23:25:41,1,-73.9991683959961,40.734233856201165,-73.98209381103516,40.74027633666992,N,463
id2983261,1,2016-04-15 14:41:14,2016-04-15 14:47:21,1,-74.01425170898438,40.713912963867195,-74.00462341308595,40.70538330078125,N,367
id0485870,2,2016-06-19 20:23:09,2016-06-19 20:29:18,1,-73.99089813232422,40.75066375732422,-73.99321746826173,40.734199523925774,N,369
id0835694,1,2016-01-15 19:25:12,2016-01-15 19:31:54,1,-73.97510528564453,40.75569152832031,-73.985595703125,40.74747467041016,N,402
id3426410,2,2016-02-18 09:27:07,2016-02-18 09:45:20,5,-73.96743774414062,40.75934982299805,-74.01268768310547,40.70161056518555,N,1093
id3673678,2,2016-01-31 13:52:55,2016-01-31 14:03:52,1,-73.97599792480467,40.75113677978516,-74.0018539428711,40.7352294921875,N,657
id2460349,1,2016-01-07 15:40:34,2016-01-07 15:49:24,2,-73.97895050048828,40.750930786132805,-73.96439361572266,40.75496292114258,N,530
id3198639,1,2016-06-05 03:02:46,2016-06-05 03:14:59,1,-73.97978973388672,40.781265258789055,-73.94087982177734,40.82322311401367,N,733
id1872601,2,2016-05-31 19:16:05,2016-05-31 19:27:44,2,-73.98686218261719,40.75096130371094,-74.00537872314453,40.740028381347656,N,699
id0125957,1,2016-06-14 21:16:43,2016-06-14 21:21:37,2,-73.9670181274414,40.75300598144531,-73.95162963867188,40.76935958862305,N,294
